loc_rowid,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_dens,st_dist,gaia_dist,st_optmag,gaia_gmag,st_teff,st_mass,st_rad,pl_rvamp,pl_eqt,pl_bmasse,pl_rade,pl_trandep,pl_trandur,pl_mnum,st_radv,st_logg,st_lum,st_dens,st_metfe,st_age,st_vsini
198,2,57.32000000,0.176000,0.100000,,,5.01,5.01,10.970,9.570,3028.00,0.27,,3.980,,8.70000,,,,0,,,-2.699,,,,
199,1,24.16000000,0.134400,0.000000,,,14.32,14.32,9.970,9.167,3816.00,0.55,0.54,3.000,,9.00000,,,,0,-15.72,4.72,-1.253,,-0.150,,1.3300
200,1,38.14000000,0.170000,0.040000,,,4.55,4.55,9.150,8.028,3340.00,0.45,0.43,6.400,,19.06980,,,,0,-28.80,4.82,,,0.150,,
201,2,3657.00000000,3.560000,0.080000,,,4.97,4.97,8.660,7.738,3472.00,0.45,,15.400,,216.00000,,,,0,12.52,4.70,-1.585,,-0.300,,
202,2,35.68000000,0.163000,0.180000,,,4.97,4.97,8.660,7.738,3472.00,0.45,,1.790,,5.40000,,,,0,12.52,4.70,-1.585,,-0.300,,
203,1,1882.00000000,2.350000,0.040000,,,8.80,8.80,10.370,9.224,3241.00,0.65,0.53,22.000,,317.83000,,,,0,-15.30,4.80,,,0.240,,1.0000
204,1,15.76491000,0.110000,0.040000,,,10.79,10.79,6.120,5.874,5182.00,0.93,0.77,376.700,,1404.80860,,,,0,56.70,4.63,,,-0.220,,2.3700
205,4,61.11660000,0.208317,0.032400,59.000,,4.68,4.68,10.191,8.875,,0.32,0.30,214.000,,723.22350,,,,0,-1.60,,-1.907,,,1.000,0.1600
206,4,30.08810000,0.129590,0.255910,59.000,,4.68,4.68,10.191,8.875,,0.32,0.30,88.340,,226.98460,,,,0,-1.60,,-1.907,,,1.000,0.1600
207,4,1.93778000,0.020807,0.207000,59.000,,4.68,4.68,10.191,8.875,,0.32,0.30,6.560,,6.83000,,,,0,-1.60,,-1.907,,,1.000,0.1600
208,4,124.26000000,0.334300,0.055000,59.000,,4.68,4.68,10.191,8.875,,0.32,0.30,3.420,,14.60000,,,,0,-1.60,,-1.907,,,1.000,0.1600
209,1,73.94000000,0.291000,0.440000,,,11.94,11.94,9.345,8.632,3785.00,0.60,,4.690,,19.66000,,,,0,-38.47,,-1.052,,0.140,,
210,3,1.20898190,0.018800,0.000000,86.070,6.93000,29.69,29.69,10.250,9.838,4340.00,0.61,0.60,4.110,,4.91000,1.577,,0.0527000,0,,4.66,,,-0.260,10.000,1.3000
211,3,3.64809570,0.039250,0.000000,88.190,2.42000,29.69,29.69,10.250,9.838,4340.00,0.61,0.60,0.490,,0.84000,1.241,,0.0760400,0,,4.66,,,-0.260,10.000,1.3000
212,3,6.20146980,0.055910,0.000000,87.443,2.69000,29.69,29.69,10.250,9.838,4340.00,0.61,0.60,1.970,,4.04000,2.022,,0.0509500,0,,4.66,,,-0.260,10.000,1.3000
213,1,,100.000000,,,,151.82,151.82,12.430,11.261,,0.70,,,2650,6356.00000,33.600,,,0,,,,,,0.001,
214,1,,320.000000,,,,145.00,108.84,12.375,11.863,4200.00,0.90,,,2300,5000.00000,,,,0,-4.59,,-0.420,,,0.005,
215,1,,2000.000000,,,,48.00,47.61,13.550,12.966,,0.33,,,1050,3591.30000,14.179,,,0,-1.60,,,,0.100,0.100,23.0000
216,1,3.82200000,0.039435,0.109000,,,14.96,14.96,10.190,9.265,3879.00,0.56,0.56,7.960,830,13.02000,,,,0,-9.70,,-1.222,,0.060,,
217,1,13.85080000,0.090500,0.363000,,,9.86,9.86,9.560,8.663,3805.00,0.52,0.51,2.520,,5.63000,,,,0,-5.78,4.69,-1.306,,0.130,,2.0000
218,1,15.53140000,0.091700,0.077000,,,8.16,8.16,9.577,8.739,3663.00,0.42,0.42,3.020,,6.64000,,,,0,-10.09,4.83,-1.553,,-0.300,,1.0100
219,1,4.46529976,0.055610,,85.634,0.28200,159.71,159.71,10.340,10.179,5980.00,1.15,1.17,58.900,1322,166.86075,14.785,,0.1187500,0,-2.98,4.36,,0.9080,0.130,,3.7500
220,2,4.88780244,0.052540,0.218000,,,37.81,37.81,9.174,9.151,4780.00,0.81,0.68,10.420,,23.40000,4.360,,,0,-63.24,,,,0.310,6.500,1.5000
221,2,3407.00000000,4.130000,0.601000,,,37.81,37.81,9.174,9.151,4780.00,0.81,0.68,30.900,,507.00000,,,,0,-63.24,,,,0.310,6.500,1.5000
222,1,3.21305980,0.038400,0.000000,89.000,0.31920,142.50,143.34,12.840,12.420,4650.00,0.73,0.70,35.800,963,67.05900,10.749,1.977000,0.0974000,0,-40.51,4.61,-0.678,,-0.290,2.500,0.5000
223,2,2.91625000,,0.013300,83.400,,214.00,248.56,10.622,10.417,5653.00,1.22,1.56,106.040,,270.46200,14.258,,,0,14.69,4.13,0.346,,0.410,5.000,1.6600
224,2,446.27000000,,0.661600,,,214.00,248.56,10.622,10.417,5653.00,1.22,1.56,440.000,,4538.42100,,,,0,14.69,4.13,0.346,,0.410,5.000,1.6600
225,1,4.62767000,,0.110000,83.500,,224.10,224.10,9.980,9.873,6600.00,2.65,1.82,219.000,,1093.33520,15.917,0.650000,,0,-20.81,4.25,,0.6200,0.110,,8.4000
226,1,10.86350000,,0.190000,89.100,,193.56,193.56,12.160,11.723,5568.00,1.00,1.07,180.600,,616.59020,11.882,1.000000,,0,31.23,4.38,,1.1400,0.220,,2.0000
227,1,2.77596000,0.041300,0.036000,86.600,2.42000,235.00,228.00,10.812,10.757,6158.00,1.22,1.24,531.100,1626,1332.60500,14.448,1.147000,0.1276000,0,-16.83,4.34,0.294,,0.170,2.000,3.5000
228,2,10.33852000,,0.350000,89.200,,92.63,92.63,10.540,10.274,5246.00,0.99,0.87,58.400,,184.34140,11.769,1.500000,,0,20.13,4.53,,2.0800,0.000,,0.3000
229,2,5584.00000000,5.600000,0.390000,,,92.63,92.63,10.540,10.274,5246.00,0.99,0.87,48.800,,1080.60000,,,,0,20.13,4.53,,2.0800,0.000,,0.3000
230,1,5.50802300,0.055900,0.084000,88.800,0.25000,166.00,162.16,12.759,12.368,4803.00,0.77,0.75,27.100,852,62.61000,11.153,,0.1131000,0,-11.92,4.57,-0.569,,0.100,12.400,0.5000
231,1,4.00877800,0.046600,0.067000,88.200,0.25000,215.00,203.25,12.901,12.557,4990.00,0.84,0.82,42.000,1010,92.80200,12.689,,0.1182000,0,-20.22,4.54,-0.432,,0.230,8.800,0.7000
232,1,5.63351580,0.068140,0.517200,,,128.25,128.25,8.720,8.598,6380.00,1.33,1.39,953.300,,2739.69460,,,,0,-0.22,,0.530,,0.180,1.440,20.8000
233,1,2.87531700,0.036100,0.015000,86.800,13.78000,70.00,71.18,11.339,10.990,4595.00,0.76,0.69,1246.000,970,2302.89900,9.718,0.989800,0.0770000,0,-18.81,4.63,-0.721,,0.350,6.700,2.1000
234,1,4.12448000,,0.230000,87.200,,279.48,279.48,11.685,11.558,5588.00,1.24,1.21,548.300,,1547.83210,12.442,0.900000,,0,-53.19,4.33,,1.0000,0.010,,3.5000
235,1,3.21222000,,0.020000,86.900,,81.96,81.96,9.732,9.519,5302.00,1.13,1.11,313.300,,785.04010,12.890,1.100000,,0,12.49,4.36,,1.1600,0.240,,0.5000
236,1,1.21288000,,0.110000,85.100,,368.61,368.61,12.432,12.174,5905.00,0.58,0.96,368.500,,425.89220,12.218,1.400000,,0,-15.10,4.33,,0.9200,0.150,,8.1000
237,1,3.35524000,,0.070000,88.600,,420.26,420.26,11.818,11.640,6373.00,1.37,1.38,83.000,,238.37250,14.572,0.940000,,0,-2.09,4.27,,0.7400,-0.160,,10.0000
238,1,3.65281514,0.046600,0.023000,88.220,0.48300,302.95,302.95,13.190,12.842,5519.00,1.01,0.92,74.500,1182,180.84527,12.722,0.016100,0.1172100,0,-12.51,4.52,-0.152,1.8400,0.294,,0.5000
239,1,4.23452000,,0.120000,88.600,,142.41,142.41,11.744,11.464,5079.00,1.12,0.87,8.500,,22.24810,7.062,0.540000,,0,14.72,4.56,,2.3700,-0.040,,1.8000
240,1,3.03957700,0.040000,0.000000,85.000,,204.00,200.31,,11.956,5300.00,0.94,0.90,91.200,,197.05000,11.430,1.430000,0.0700000,0,-15.77,4.51,-0.244,,0.290,4.400,0.4000
241,1,3.25721500,0.043400,0.051000,88.000,0.44000,395.00,405.96,13.030,12.872,5680.00,1.02,1.10,84.700,1384,198.95300,13.585,1.471900,0.1341000,0,43.88,4.36,0.053,,0.120,6.100,0.2000
242,1,5.72319000,,0.090000,87.100,,316.36,316.36,11.900,11.734,6087.00,1.45,1.30,78.300,,279.69040,13.115,0.860000,,0,-21.67,4.34,,0.9300,0.210,,3.9000
243,1,2.89970000,,0.000000,87.240,,135.08,135.08,11.577,11.280,5185.00,1.06,0.87,89.100,,206.58950,10.536,1.200000,,0,-23.43,4.56,,2.2800,0.270,,0.5000
244,1,2.81060000,,0.040000,83.600,,215.29,215.29,10.419,10.300,6304.00,1.55,1.31,88.100,,263.79890,16.141,1.300000,,0,45.51,4.36,,0.9800,0.130,,2.2000
245,1,5.00542000,,0.250000,87.100,,347.48,347.48,11.660,11.450,6065.00,1.31,1.39,232.500,,721.47410,12.218,0.650000,,0,-2.40,4.26,,0.6900,0.150,,0.5000
246,1,2.15000820,0.033970,0.159000,88.980,0.10800,291.51,291.51,11.289,11.133,6001.00,1.13,1.37,99.000,1836,216.12440,22.194,2.216000,0.1300200,0,-23.21,4.22,0.338,0.6250,-0.160,,20.7000
247,1,3.47447000,,0.000000,87.200,,400.55,400.55,11.188,11.024,6446.00,1.82,1.79,82.700,,292.40360,20.737,1.100000,,0,23.03,4.15,,0.4500,0.050,,13.7000
248,1,5.45265000,,0.440000,87.100,,251.08,251.08,10.162,10.194,6442.00,4.26,1.73,343.100,,2227.98830,15.132,0.640000,,0,-49.26,4.21,,1.1500,0.220,,24.0000
249,1,3.64671000,,0.030000,87.300,,514.20,514.20,12.460,12.280,6096.00,23.56,3.82,120.700,,2390.08160,39.792,0.910000,,0,40.95,4.21,,0.5900,0.110,,0.5000
250,1,1.32734683,0.024100,,87.130,1.17500,296.93,296.93,12.262,12.093,5620.00,1.03,1.04,334.700,1781,587.41341,14.314,,0.0930000,0,-16.29,,,,,,3.5800
251,1,2.79743600,0.037900,0.058000,86.900,0.89000,411.00,395.04,13.230,13.262,5500.00,0.93,0.88,177.700,1271,371.52800,13.204,1.899000,0.0971000,0,-20.53,,-0.208,,,,3.0700
252,1,4.64038200,0.052300,0.067000,88.300,0.59000,249.00,257.08,12.557,12.302,5330.00,0.89,0.92,35.400,1082,84.85700,9.247,,0.1267000,0,-19.70,,-0.208,,,,0.4000
253,1,3.54387000,0.050900,0.000000,87.000,0.19000,642.00,711.05,12.422,12.227,6430.00,1.40,1.62,63.600,1752,190.37200,17.609,0.999000,0.1745000,0,28.42,,0.607,,,,12.7000
254,1,3.05653600,0.044380,0.000000,89.910,0.40300,314.00,323.42,11.118,11.063,5860.00,,,81.100,1686,213.25500,14.280,0.779800,,0,-1.58,,0.431,,,,5.5000
255,1,4.45724000,,0.000000,88.300,,470.68,470.68,11.699,11.416,6080.00,1.03,1.94,58.100,,152.55840,17.038,0.650000,,0,-25.00,3.93,,0.2000,0.220,,6.9000
256,1,2.69405000,,0.000000,87.700,,351.63,351.63,11.087,10.939,6390.00,2.56,2.05,92.500,,378.21770,22.978,1.100000,,0,31.68,4.14,,0.4200,0.210,,19.6000
257,1,4.64187800,0.057500,0.000000,85.900,0.61000,447.00,409.91,12.168,12.003,5743.00,1.18,1.53,113.500,1428,331.80100,14.348,,0.1681000,0,20.26,4.14,0.356,,0.270,5.200,3.5000
258,1,3.33268700,0.044300,0.000000,88.700,0.39000,542.00,536.98,13.356,13.216,5645.00,1.05,1.10,87.700,1361,210.39500,14.359,,0.1354000,0,-4.86,4.37,0.045,,0.230,5.700,2.4000
259,2,4.30121900,0.050700,0.044000,89.100,0.23000,363.00,351.38,,12.973,5295.00,0.94,0.95,45.900,1108,111.87100,13.922,,0.1302000,0,-33.45,4.46,-0.194,,0.330,7.500,0.2000
260,2,872.20000000,1.752000,0.494000,,,363.00,351.38,,12.973,5295.00,0.94,0.95,99.000,,1271.30000,,,0.5030000,0,-33.45,4.46,-0.194,,0.330,7.500,0.2000
261,1,3.12899200,0.045200,0.049000,87.800,0.38000,305.00,301.04,,12.398,6330.00,1.26,1.32,106.600,1652,283.49200,15.984,,0.1436000,0,23.90,4.30,0.400,,0.070,2.000,9.3000
262,1,4.46312900,0.057700,0.123000,85.500,0.28000,296.00,293.05,,11.684,6120.00,1.28,1.40,52.200,1458,156.68400,14.392,,0.1291000,0,-20.91,4.25,0.391,,0.300,2.500,4.9000
263,1,2.69155000,,0.000000,86.200,,353.89,353.89,10.326,10.207,6820.00,2.22,2.06,188.700,,699.22600,17.822,0.630000,,0,15.15,4.10,,0.3600,0.070,,16.0000
264,1,2.78849000,,0.000000,86.750,,306.01,306.01,12.000,11.822,5960.00,1.04,1.12,138.000,,311.47340,13.563,1.200000,,0,7.61,4.37,,1.0400,0.240,,2.6000
265,1,3.12201090,0.045300,0.115000,83.650,0.78000,497.00,522.76,11.762,11.672,6280.00,1.27,1.70,161.300,1862,429.07050,14.437,,0.1531000,0,6.25,4.07,0.603,0.3570,-0.180,3.370,8.9000
266,1,4.21802780,0.050690,0.123000,88.480,0.17800,470.00,445.63,13.440,13.285,5449.00,0.98,1.04,39.500,1192,98.20947,14.493,,0.1403000,0,-27.56,4.39,-0.066,1.2230,0.270,8.200,1.7000
267,1,2.75359530,0.036940,0.047000,87.020,0.98000,385.00,364.92,14.068,13.787,5131.00,0.89,0.89,128.400,1218,259.98494,11.310,,0.1003000,0,61.50,4.48,-0.305,1.7500,0.280,9.400,0.6000
268,1,1.96162410,0.031590,0.134000,86.200,0.80000,719.00,679.74,13.730,13.514,5956.00,1.09,1.21,226.800,1778,471.65972,14.773,,0.1164000,0,-16.99,4.31,0.217,0.8700,0.000,4.670,4.1000
269,1,3.79984700,0.041170,0.074000,87.040,1.11800,144.25,144.25,13.600,13.017,4390.00,0.65,0.62,132.600,818,241.55080,10.581,,,0,31.85,4.67,-0.902,,-0.127,3.900,2.3500
270,1,3.58524670,0.046040,0.139000,87.700,0.43500,480.00,519.05,13.207,13.096,5808.00,1.01,1.01,76.700,1313,184.97706,13.249,,0.1223000,0,-9.42,4.43,,,-0.030,4.200,1.8000
271,1,2.79083000,,,82.130,,323.50,323.50,10.908,10.824,6566.00,1.42,1.47,262.000,,734.18730,16.926,1.100000,,0,35.11,3.39,,0.6300,0.000,,40.0600
272,1,2.46530000,,0.000000,88.260,,282.08,282.08,10.465,10.425,6330.00,2.77,1.85,215.200,,448.14030,19.504,0.940000,,0,-5.99,4.25,,0.6200,-0.250,,102.1000
273,1,3.85298000,,0.000000,85.510,,277.50,277.50,10.440,10.306,6570.00,1.79,1.62,115.500,,419.53560,16.589,0.870000,,0,-22.70,4.22,,0.5900,-0.130,,8.7000
274,1,2.60545520,0.039510,0.304000,84.200,0.09600,841.00,754.10,13.145,12.995,5835.00,1.21,1.86,68.000,1930,167.49641,21.185,,0.1819000,0,,3.98,0.555,0.2660,0.100,5.460,7.1000
275,1,2.97208600,0.043630,0.090000,86.200,0.24200,927.00,961.93,12.993,12.892,6002.00,1.25,1.88,93.500,1896,248.86089,17.822,,0.1958000,0,1.94,3.99,0.615,0.2690,0.035,4.660,7.5700
276,1,4.81010250,0.065050,0.000000,88.800,0.05200,320.00,375.69,10.069,9.975,6406.00,1.64,2.55,36.000,1903,108.06220,23.371,,0.2912000,0,-1.40,3.85,0.939,,-0.080,1.240,35.8000
277,1,4.78694910,0.065550,0.000000,87.190,1.02000,343.90,344.58,,9.773,7394.00,1.65,1.93,309.000,1930,1137.83140,18.786,0.762700,0.2136000,0,0.78,4.11,1.000,,-0.069,1.270,77.4400
278,1,2.20474000,,0.000000,83.110,,344.46,344.46,10.463,10.365,6389.00,1.56,2.00,211.800,,584.80720,16.926,0.600000,,0,-11.00,4.07,,0.2700,0.260,,4.9000
279,1,2.74432452,0.047390,0.000000,96.500,1.54000,329.00,333.76,,9.452,8450.00,1.89,1.86,649.000,2562,2154.88740,20.961,0.844300,0.1450000,0,25.26,4.18,1.223,,-0.059,0.600,99.8500
280,1,3.07634000,,0.000000,87.800,,212.84,212.84,10.300,10.149,6200.00,1.27,1.57,153.100,,406.82240,15.693,0.830000,,0,-22.53,4.15,,0.4600,0.010,,11.5000
281,1,3.92281072,0.052870,0.084000,86.440,0.34200,480.00,461.11,12.297,12.154,6350.00,1.28,1.34,82.100,1540,238.05467,15.614,1.144000,0.1400000,0,22.67,4.29,0.418,0.7550,0.120,,11.9000
282,1,3.44645900,0.044400,0.120000,85.600,1.03000,303.00,286.26,12.053,11.936,5870.00,0.99,1.04,254.100,1359,589.55000,14.594,,0.1007000,0,-10.44,,0.041,,,,2.5200
283,1,3.31284600,0.044910,0.501000,87.790,0.70000,496.00,543.13,13.113,12.984,5880.00,1.10,1.10,67.000,1407,167.17858,10.862,,0.1253000,0,-28.09,4.39,0.117,1.1500,0.150,3.300,5.6800
284,1,3.61918800,0.050700,,,,967.34,969.60,14.018,13.833,6563.00,1.33,1.54,,1596,,18.030,,,0,-58.32,4.19,,0.4790,0.030,,3.8000
285,1,3.14270200,0.044100,,,,512.41,374.04,12.756,12.677,6357.00,1.16,1.17,,1446,,7.760,,,0,-21.66,4.36,,0.2690,-0.100,,6.5700
286,1,3.04404990,0.040570,0.181000,88.550,0.37700,476.00,426.82,13.887,13.680,5523.00,0.96,0.89,78.000,1244,172.58169,13.585,,0.1097800,0,25.80,4.52,,1.9300,0.050,2.500,2.8200
287,1,2.76676410,0.038150,0.142000,88.830,1.19100,513.00,520.51,13.790,13.771,5346.00,0.97,0.93,158.000,1276,340.39593,11.646,,0.1100900,0,30.19,4.48,,1.6820,0.330,4.900,3.8000
288,1,1.74748753,0.027120,0.126000,87.130,1.97000,689.00,1171.23,14.774,14.647,5311.00,0.87,0.92,399.000,1505,689.69110,12.386,,0.0945700,0,-54.15,4.45,-0.204,1.5700,0.000,11.000,4.1800
289,1,2.68650200,0.037440,0.000000,83.530,1.86000,774.00,773.93,13.834,13.686,5738.00,0.97,1.24,485.000,1592,1039.30410,14.572,,0.1092000,0,31.59,4.24,0.173,0.7200,-0.100,9.500,6.1700
290,1,16.25461100,0.130800,0.029000,89.080,3.50000,339.00,404.63,12.390,12.218,5846.00,1.13,1.09,99.100,814,425.25654,8.709,,0.2011000,0,22.94,4.42,0.093,1.2200,0.300,2.100,3.7300
291,1,0.83784000,0.017400,,85.290,1.11690,645.00,635.49,14.067,13.879,5600.00,1.04,1.02,415.200,2069,629.14449,14.897,,0.0810000,0,7.66,,,,,,6.2300
292,1,1.35413300,0.023000,0.000000,87.200,1.05000,360.00,345.30,13.562,13.342,5227.00,0.88,0.90,268.900,1577,427.46300,13.092,,0.0862000,0,,4.48,-0.268,,0.150,9.700,1.5000
293,1,4.72281240,0.050250,0.079000,87.960,3.89000,207.90,231.04,13.455,13.122,4803.00,0.76,0.69,399.000,858,870.85420,10.682,,0.0913000,0,-7.37,4.64,-0.646,3.2800,0.000,,0.5000
294,1,2.16051560,0.033970,0.114000,81.020,0.29000,747.00,650.83,13.901,13.752,5780.00,1.12,1.20,212.300,1654,467.21010,20.849,,0.0752000,0,-13.37,4.33,0.155,0.9100,0.280,4.200,4.6200
295,1,1.34849780,0.023800,0.000000,85.970,1.03000,510.00,500.86,12.830,12.691,6125.00,1.07,1.12,,2166,718.29580,15.637,,,0,-3.26,4.37,0.190,,-0.229,3.700,9.4400
296,1,4.29864320,0.051630,0.176000,86.930,0.38000,466.00,477.44,13.097,12.935,5715.00,0.99,1.11,76.800,1277,194.82979,14.123,,0.1335000,0,31.66,4.35,0.068,1.0300,0.020,7.500,3.8800
297,1,3.30238810,0.047350,0.245000,86.200,0.15300,907.00,883.48,12.955,12.843,6071.00,1.30,2.04,73.300,1918,206.58950,19.616,,0.2173000,0,-12.52,3.94,0.704,0.2180,-0.020,4.040,7.4800
298,1,4.63703800,0.061100,0.581000,87.300,0.18000,840.00,834.58,12.766,12.679,6438.00,1.42,1.74,51.000,1659,168.44990,16.814,,0.2013000,0,-3.58,4.11,0.669,0.3790,0.090,2.300,9.3200
299,1,3.18107810,0.041310,0.202000,86.170,0.48000,521.00,543.63,13.934,13.793,5498.00,0.93,0.92,97.000,1253,213.58176,13.384,,0.0981000,0,-8.65,4.48,-0.157,1.6700,0.010,6.200,2.6000
300,1,4.60587490,0.054750,0.158000,87.370,0.41100,351.00,357.44,12.612,12.459,5670.00,1.03,1.07,78.400,1212,207.54299,14.022,,0.1338000,0,-19.72,4.39,0.029,1.1700,0.160,5.500,2.3500
301,1,3.54785100,0.048500,0.000000,86.200,0.51000,453.00,415.94,12.440,11.891,6351.00,1.21,1.40,125.700,1648,340.38200,15.480,,0.1494000,0,,4.22,0.456,,-0.157,3.200,9.1200
302,1,3.17435160,0.043540,0.096000,86.840,0.54300,339.00,345.53,12.192,12.081,5943.00,1.09,1.06,91.800,1414,224.38798,13.171,,0.1146000,0,-0.08,4.42,0.097,1.2900,0.060,2.300,4.1100
303,1,3.37796000,0.047800,0.233000,85.000,0.24300,872.00,791.33,13.105,12.961,6050.00,1.27,1.87,102.000,1823,279.69040,18.383,,0.1914000,0,-8.70,4.00,0.619,0.2750,0.000,4.300,7.0100
304,1,2.81265480,0.040240,0.471000,87.100,0.58000,839.00,761.34,14.384,14.217,5700.00,1.10,1.10,124.000,1437,292.40360,14.000,,0.1189000,0,12.42,4.40,0.057,1.1700,0.390,3.500,3.5600
305,1,2.54955510,0.037270,0.080000,87.620,0.79000,255.00,250.23,11.911,11.708,5659.00,1.06,1.02,170.100,1429,378.85336,13.787,,0.1115000,0,11.08,4.45,-0.018,1.4000,0.290,3.000,3.8700
306,1,2.10616070,0.031660,0.108000,82.280,0.40000,532.00,516.43,13.849,13.679,5380.00,0.95,0.98,152.000,1445,299.07803,16.029,,0.0648000,0,17.74,4.43,-0.140,1.4400,0.250,7.700,4.0700
307,1,1.82099930,0.031990,0.306000,86.900,0.48400,557.00,522.04,12.560,12.460,6300.00,1.32,1.43,170.000,2037,388.38826,16.410,,0.1299000,0,-14.18,4.24,0.465,0.6280,0.210,2.130,8.6600
308,1,4.17518600,0.052300,,,,878.65,877.40,14.386,14.233,5950.00,1.10,1.10,,1203,,12.920,,,0,-24.39,4.40,,1.1900,0.150,,4.9800
309,1,4.57763480,0.060070,0.275000,84.980,0.20200,773.00,892.22,12.746,12.580,6572.00,1.38,1.62,62.000,1645,200.23290,17.598,,0.1555000,0,2.92,4.16,0.640,0.4570,0.000,2.060,7.7500
310,1,2.51672900,0.036200,0.013000,88.500,1.55000,420.00,421.53,13.459,13.286,5403.00,1.00,0.93,197.500,1315,420.47100,11.433,,0.1053000,0,27.31,4.51,-0.187,,0.430,2.100,0.7000
311,1,3.26427360,0.049970,0.312000,85.800,0.49000,1431.00,1396.42,13.377,13.220,6460.00,1.56,2.26,162.000,2101,505.34970,17.710,,0.2221000,0,9.19,3.92,0.903,0.1890,0.010,2.070,9.5200
312,1,4.19364900,0.058300,0.380000,80.400,5.10000,800.00,753.44,12.681,12.520,6424.00,1.50,1.71,1080.000,1710,3082.95100,14.908,,0.0915000,0,37.25,4.14,0.653,0.4200,0.470,1.340,19.2100
313,1,2.29210200,0.036890,0.229000,85.100,0.83000,942.00,819.20,13.617,13.480,6060.00,1.27,1.48,246.000,1856,597.52040,15.693,,0.1361000,0,8.16,4.20,0.425,0.5500,0.220,3.260,6.0400
314,1,4.38884970,0.049440,0.173000,89.240,0.19100,341.00,366.10,13.593,13.401,5099.00,0.84,0.81,37.500,1003,82.95363,13.227,,0.1245200,0,22.08,4.54,-0.398,2.1800,0.050,8.600,1.1100
315,1,2.74390040,0.036490,0.279000,84.650,0.56000,463.00,451.85,14.428,14.160,5080.00,0.86,0.85,90.000,1161,177.98480,11.960,,0.0688000,0,44.08,4.51,-0.398,1.9800,0.320,9.700,0.5000
316,1,4.18762440,0.055110,0.240000,85.610,0.41000,818.00,789.58,13.307,13.239,6450.00,1.27,1.31,75.000,1518,222.48100,14.415,,0.1269000,0,19.42,4.30,0.425,0.7900,0.020,1.520,9.9000
317,1,4.74237290,0.053670,0.559000,87.320,0.28000,448.00,459.82,13.634,13.527,5495.00,0.92,0.85,22.100,1054,54.98459,10.122,,0.1014000,0,-30.19,4.54,-0.230,2.1000,-0.060,3.000,0.9000
318,1,4.76338700,0.054200,0.019000,89.300,0.39000,257.00,248.14,12.630,12.429,5304.00,0.94,0.87,30.000,1025,75.32300,10.223,,0.1244000,0,5.65,4.53,-0.268,,0.190,3.600,0.8000
