loc_rowid,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_dens,st_dist,gaia_dist,st_optmag,gaia_gmag,st_teff,st_mass,st_rad,pl_rvamp,pl_eqt,pl_bmasse,pl_rade,pl_trandep,pl_trandur,pl_mnum,st_radv,st_logg,st_lum,st_dens,st_metfe,st_age,st_vsini
2947,3,11.92200000,0.104500,,,,493.44,493.44,11.973,11.929,6004.00,1.07,1.09,,856,,1.110,,,0,-9.00,4.40,,,0.070,,
2948,2,52.50112900,0.301000,0.513400,88.170,4.46000,870.00,868.85,12.465,12.182,4995.00,1.32,4.06,286.800,,1719.46030,12.834,,,0,-35.22,3.35,,0.0279,-0.070,4.200,2.7000
2949,2,406.20000000,,0.498000,,,870.00,868.85,12.465,12.182,4995.00,1.32,4.06,62.100,,772.32690,,,,0,-35.22,3.35,,0.0279,-0.070,4.200,2.7000
2950,1,5.33408384,0.067900,0.119000,89.210,1.13000,1870.00,1982.84,14.463,14.416,6360.00,1.46,2.26,259.000,1776,896.24000,16.250,,0.2574000,0,-1.28,3.89,0.880,0.1770,-0.010,2.670,11.0000
2951,1,12.87470990,0.114300,0.131000,86.460,2.40000,1240.00,1266.49,14.517,14.500,5977.00,1.20,1.38,221.000,1000,908.96000,12.670,,0.0953000,0,-51.16,4.24,0.330,0.6500,0.250,4.000,3.0000
2952,1,8.60015360,0.094800,0.114000,85.510,0.13100,2070.00,1478.93,13.643,13.604,6161.00,1.54,3.21,64.000,1729,266.97000,22.310,,0.3751000,0,-26.37,3.61,1.129,0.0660,-0.180,2.250,6.0000
2953,2,64.00205000,0.339000,0.190000,89.930,,618.00,598.43,15.856,15.862,4651.00,0.73,0.70,,,,2.730,,0.1946000,0,,4.62,-0.701,3.0300,0.010,3.000,
2954,2,16.79713874,,,,,618.00,598.43,15.856,15.862,4651.00,0.73,0.70,,,,2.330,,0.1349200,0,,4.62,-0.701,3.0300,0.010,3.000,
2955,1,66.65062000,0.288000,0.020000,89.900,,417.00,,14.352,14.362,4551.00,0.71,0.68,,,,2.140,,0.2329000,0,,4.63,-0.762,3.1800,0.000,2.900,
2956,1,35.23319000,0.166000,0.030000,89.860,,145.00,195.94,14.467,14.485,3748.00,0.54,0.52,,,,1.120,,0.1450000,0,,4.74,-1.357,5.5200,0.160,4.400,
2957,1,178.13960000,0.563000,0.030000,89.950,,693.00,773.85,14.560,14.545,5431.00,0.88,0.87,,,,2.240,,0.3996000,0,-39.88,4.51,-0.236,1.8900,0.020,7.200,1.9000
2958,1,3.24672930,0.044600,0.066000,84.960,0.93000,1229.15,1229.15,14.678,14.690,5800.00,1.12,1.35,125.000,1544,317.82000,12.220,,0.1302000,0,-35.89,4.22,,0.6300,0.150,5.800,4.0000
2959,1,101.11141000,0.242000,0.340000,89.930,,261.00,303.65,15.134,15.106,4134.00,0.57,0.56,,,,1.860,,0.3313000,0,,4.71,-1.102,4.7600,-0.300,1.300,
2960,1,207.24820000,0.640000,0.100000,89.970,,284.00,270.08,15.142,15.135,4340.00,0.57,0.55,,,,1.640,,0.2521000,0,,4.71,-1.051,4.9400,-0.570,1.900,
2961,1,112.30530000,0.409000,0.040000,89.940,,342.00,369.86,14.976,14.930,4402.00,0.61,0.60,,,,1.340,,0.2342000,0,,4.67,-0.932,4.0100,-0.370,2.900,
2962,1,177.66930000,0.495000,0.110000,89.940,,779.00,820.72,15.891,15.901,4723.00,0.74,0.71,,,,2.330,,0.3729000,0,,4.61,-0.664,2.9600,-0.010,3.200,
2963,5,3.60010530,0.041780,0.160000,88.000,,36.48,36.48,8.880,8.643,5046.00,0.76,0.75,,,,0.403,,,0,-121.90,4.56,,2.4930,-0.550,11.230,2.0000
2964,5,4.54588410,0.048810,0.310000,88.200,,36.48,36.48,8.880,8.643,5046.00,0.76,0.75,,,,0.497,,,0,-121.90,4.56,,2.4930,-0.550,11.230,2.0000
2965,5,6.18939200,0.060000,0.180000,88.160,,36.48,36.48,8.880,8.643,5046.00,0.76,0.75,,,,0.530,,,0,-121.90,4.56,,2.4930,-0.550,11.230,2.0000
2966,5,7.74349300,0.069600,0.100000,89.130,,36.48,36.48,8.880,8.643,5046.00,0.76,0.75,,,,0.546,,,0,-121.90,4.56,,2.4930,-0.550,11.230,2.0000
2967,5,9.74048600,0.081100,0.290000,87.960,,36.48,36.48,8.880,8.643,5046.00,0.76,0.75,,,,0.741,,,0,-121.90,4.56,,2.4930,-0.550,11.230,2.0000
2968,3,2.98415100,,0.000000,89.740,,90.00,127.66,17.475,16.716,3157.00,0.18,0.21,7.000,,,1.580,,0.0429000,0,-61.00,,,,0.270,,
2969,3,4.87122900,,0.000000,89.910,,90.00,127.66,17.475,16.716,3157.00,0.18,0.21,9.500,,,2.510,,0.0512000,0,-61.00,,,,0.270,,
2970,3,8.15275000,,0.000000,89.610,,90.00,127.66,17.475,16.716,3157.00,0.18,0.21,3.000,,,1.250,,0.0578000,0,-61.00,,,,0.270,,
2971,3,1.56540900,,0.000000,87.420,,120.00,96.60,16.257,16.310,3359.00,0.22,0.24,7.000,,,1.500,,0.0269000,0,-118.00,,,,-0.300,,
2972,3,3.03617900,,0.000000,88.970,,120.00,96.60,16.257,16.310,3359.00,0.22,0.24,3.500,,,1.110,,0.0393000,0,-118.00,,,,-0.300,,
2973,3,5.14892100,,0.000000,88.720,,120.00,96.60,16.257,16.310,3359.00,0.22,0.24,4.000,,,1.350,,0.0368000,0,-118.00,,,,-0.300,,
2974,1,7.79430132,0.076900,0.123000,86.550,0.40000,270.12,270.12,12.394,12.379,5493.00,1.00,1.05,141.000,,435.41000,18.490,,0.0473000,0,1.39,4.40,,,0.070,,
2975,2,2500.00000000,4.200000,0.650000,,,403.99,403.99,11.353,11.253,,1.50,1.40,,,6992.26000,,,,0,-14.68,,,0.8000,,,60.0000
2976,2,12.58242000,,0.030000,,,279.00,,11.411,11.226,,0.97,1.47,,,,2.056,,,0,14.63,,,0.4390,,,
2977,2,33.67270000,,0.050000,,,279.00,,11.411,11.226,,0.97,1.47,,,,2.764,,,0,14.63,,,0.4390,,,
2978,1,2.45523900,0.030000,0.110000,87.000,0.80000,333.00,386.04,16.880,15.980,3820.00,0.59,0.55,110.000,1000,160.49700,10.760,3.204000,,0,,4.70,,4.0000,0.280,0.500,
2979,3,28.45485100,,0.020000,,,462.00,462.00,11.684,11.653,,1.35,1.57,,,,6.140,,,0,-16.41,,,0.4780,,,
2980,3,15.41313500,,0.020000,,,462.00,462.00,11.684,11.653,,1.35,1.57,,,,2.620,,,0,-16.41,,,0.4780,,,
2981,3,7.51464000,,0.140000,,,462.00,462.00,11.684,11.653,,1.35,1.57,,,,0.837,,,0,-16.41,,,0.4780,,,
2982,1,384.84300000,1.046000,,89.806,,560.62,560.62,13.426,13.405,5757.00,1.04,1.11,,265,,1.630,0.019900,0.4429167,0,,4.32,,0.8400,0.210,6.000,
2983,1,240.50300000,0.790300,0.035900,89.443,,448.58,448.58,13.552,13.523,5527.00,0.94,0.83,,,16.00000,6.204,,,0,,4.57,,,0.090,2.490,1.9000
2984,2,10.57000000,,0.000000,87.090,,232.41,232.41,11.570,11.440,5701.00,0.85,1.05,2.000,,6.35660,2.354,0.042000,,0,-70.26,4.37,,1.0400,0.270,,2.4000
2985,2,523.90000000,,0.021400,,,232.41,232.41,11.570,11.440,5701.00,0.85,1.05,110.440,,1417.52180,,,,0,-70.26,4.37,,1.0400,0.270,,2.4000
2986,2,20.74028413,,,,,1670.88,1670.88,13.955,13.907,6065.00,0.98,1.03,,,,4.200,,0.4327210,0,,4.42,,,-0.280,,
2987,3,33.60134000,0.196800,0.010000,89.038,14.00000,794.54,794.54,15.262,15.255,5309.00,,0.79,,543,1907.00000,9.057,,,0,,4.58,,,,,
2988,3,57.01100000,0.279900,0.014600,87.400,,794.54,794.54,15.262,15.255,5309.00,,0.79,,455,119.49900,,,,0,,4.58,,,,,
2989,3,6.76658900,0.067000,,,,794.54,794.54,15.262,15.255,5309.00,,0.79,,,,1.640,,0.1082000,0,,4.58,,,,,
2990,2,220.13033570,,,,,1322.48,1322.48,13.771,13.751,6340.00,1.07,1.24,,,,5.520,,0.8935400,0,,4.16,,,-0.380,,
2991,1,8.31378306,,,,,468.00,706.25,13.704,13.333,5634.00,0.98,0.91,,,,2.580,,0.1246960,0,,4.51,,,0.040,2.510,
2992,1,84.68798080,,,,,733.00,606.80,11.642,11.615,7070.00,1.59,2.04,,,,3.770,,0.4175630,0,,4.02,,,-0.060,1.450,
2993,1,8.98101683,,,,,336.00,399.32,12.870,12.860,5661.00,0.87,0.90,,,,3.050,,0.0780710,0,-60.26,4.47,,,-0.280,7.410,
2994,1,7.25696522,,,,,653.00,680.59,12.702,12.672,5933.00,1.21,1.59,,,,3.300,,0.2026620,0,-50.98,4.11,,,0.190,4.900,
2995,1,9.94067247,,,,,587.00,561.98,12.663,12.591,6310.00,1.23,1.29,,,,2.950,,0.1625250,0,-33.25,4.31,,,0.090,2.190,
2996,2,51.07926307,,,,,436.00,383.60,12.772,12.763,5927.00,1.04,1.05,,,,2.850,,0.2655370,0,0.30,4.42,,,-0.010,3.470,
2997,2,3.70921385,,,,,436.00,383.60,12.772,12.763,5927.00,1.04,1.05,,,,1.250,,0.1065630,0,0.30,4.42,,,-0.010,3.470,
2998,1,24.99324193,,,,,458.00,472.57,12.377,12.359,5809.00,1.05,1.37,,,,2.250,,0.2461790,0,,4.18,,,0.060,8.130,
2999,1,38.47875707,,,,,474.00,448.60,13.779,13.730,5498.00,0.96,0.87,,,,13.340,,0.2107687,0,,4.54,,,0.100,2.000,
3000,3,49.46430000,0.287700,0.021000,89.752,0.40000,1055.33,1055.33,15.178,15.163,,0.96,0.94,,,2.07000,3.050,,,0,,,,1.6500,,,4.1000
3001,3,303.22700000,0.963800,0.044000,90.192,0.17000,1055.33,1055.33,15.178,15.163,,0.96,0.94,,,3.17000,4.650,,,0,,,,1.6500,,,4.1000
3002,3,187.36600000,0.699200,0.024000,90.395,0.30000,1055.33,1055.33,15.178,15.163,,0.96,0.94,,,19.02000,7.040,,,0,,,,1.6500,,,4.1000
3003,1,24.66919569,,,,,989.00,955.42,13.224,13.161,6613.00,1.40,1.66,,,,14.440,,0.2882710,0,13.46,4.14,,,0.040,1.860,
3004,1,5.01423457,,,,,1373.00,1295.75,13.797,13.789,6733.00,1.49,1.80,,,,14.960,,0.1921471,0,,4.10,,,0.070,1.580,
3005,1,4.17625551,,,,,302.00,309.33,13.698,13.670,4996.00,0.85,0.78,,,,3.220,,0.1542170,0,,4.59,,,0.160,2.690,
3006,1,14.55731705,,,,,641.00,930.21,13.397,13.369,5816.00,1.06,1.34,,,,4.080,,0.3238500,0,,4.21,,,0.120,6.920,
3007,1,5.66067294,,,,,568.00,862.36,13.494,13.469,5785.00,0.99,1.08,,,,3.060,,0.1946750,0,,4.36,,,-0.010,6.760,
3008,1,3.10550819,,,,,280.00,282.35,13.341,13.316,5009.00,0.86,0.79,,,,2.490,,0.0717100,0,-13.21,4.58,,,0.210,2.690,
3009,1,14.00640607,,,,,687.00,,13.837,13.860,5837.00,1.03,1.09,,,,3.080,,0.1950380,0,,4.38,,,0.040,5.370,
3010,1,11.11990653,,,,,367.00,,13.536,,5240.00,0.87,0.79,,,,2.070,,0.1387330,0,,4.58,,,-0.040,2.090,
3011,1,13.22175760,,,,,420.00,669.24,13.938,13.967,5210.00,0.85,0.80,,,,2.710,,0.1211210,0,,4.56,,,-0.030,4.900,
3012,1,12.49341307,,,,,371.00,348.37,13.575,13.544,5247.00,0.86,0.81,,,,2.120,,0.0932580,0,,4.56,,,-0.020,4.270,
3013,4,4.77800000,,,,3.23000,309.47,309.47,13.040,13.077,5194.00,0.88,0.89,1.620,,3.94000,1.880,,,0,-10.53,4.49,,1.9800,0.170,3.140,0.5000
3014,4,9.67395000,,,,4.01000,309.47,309.47,13.040,13.077,5194.00,0.88,0.89,4.740,,14.61000,2.710,,,0,-10.53,4.49,,1.9800,0.170,3.140,0.5000
3015,4,42.89610000,,,,5.08000,309.47,309.47,13.040,13.077,5194.00,0.88,0.89,1.570,,7.93000,2.040,,,0,-10.53,4.49,,1.9800,0.170,3.140,0.5000
3016,4,982.00000000,,,,,309.47,309.47,13.040,13.077,5194.00,0.88,0.89,45.830,,657.00000,,,,0,-10.53,4.49,,1.9800,0.170,3.140,0.5000
3017,1,4.91958380,,,,,806.00,868.68,13.273,13.211,6322.00,1.25,1.34,,,,2.780,,0.1744830,0,,4.28,,,0.110,2.340,
3018,1,10.06082567,,,,,713.00,833.20,13.844,13.815,5802.00,1.01,1.09,,,,2.500,,0.1907580,0,,4.36,,,0.030,6.170,
3019,1,56.35418576,,,,,290.00,315.91,13.779,13.762,4871.00,0.75,0.72,,,,2.360,,0.1371000,0,-99.51,4.60,,,-0.130,6.030,2.6000
3020,1,30.22910400,,,,,953.00,882.21,13.432,13.389,6346.00,1.28,1.47,,,,3.210,,0.2694080,0,,4.21,,,0.090,2.630,
3021,1,10.04556931,,,,,377.00,386.39,13.024,13.000,5668.00,0.96,0.87,,,,2.280,,0.1332750,0,0.25,4.54,,,-0.100,1.480,
3022,1,3.24325980,,,,,1173.00,1179.47,14.952,14.898,5958.00,1.07,1.09,,,,14.410,,0.1264992,0,,4.39,,,0.040,3.720,
3023,1,30.36044667,,,,,428.00,441.81,14.388,14.380,4926.00,0.79,0.75,,,,11.000,,0.2508040,0,,4.60,,,-0.040,4.470,
3024,2,15.35876840,,,,,835.00,894.20,14.991,15.065,5444.00,0.91,0.88,,,,11.420,,0.1727170,0,,4.51,,,0.000,5.620,
3025,2,38.65199760,,,,,835.00,894.20,14.991,15.065,5444.00,0.91,0.88,,,,2.680,,0.2640000,0,,4.51,,,0.000,5.620,
3026,1,3.12082923,,,,,1157.00,1184.17,14.804,14.752,5970.00,1.07,1.09,,,,15.790,,0.0908290,0,,4.39,,,0.030,3.470,
3027,1,17.27629612,,,,,379.00,373.63,14.018,14.018,5014.00,0.82,0.76,,,,7.720,,0.1643050,0,,4.59,,,0.000,3.310,
3028,4,7.20379450,,,,,314.02,314.02,15.264,15.229,4252.00,,0.56,,,311.46000,2.720,,0.1240000,0,,4.73,,,,,
3029,4,10.91293430,,,,,314.02,314.02,15.264,15.229,4252.00,,0.56,,,228.83000,2.550,,0.1191000,0,,4.73,,,,,
3030,4,2.57654900,0.031000,,,,314.02,314.02,15.264,15.229,4252.00,,0.56,,,,1.600,,0.0665000,0,,4.73,,,,,
3031,4,18.59610800,0.116000,,,,314.02,314.02,15.264,15.229,4252.00,,0.56,,,,1.560,,0.0902000,0,,4.73,,,,,
3032,1,3.26869515,,,,,1249.00,1591.32,14.879,14.817,6045.00,1.08,1.12,,,,11.650,,0.1438812,0,,4.37,,,-0.020,3.470,
3033,1,4.22538451,,,,,657.00,642.46,14.014,13.962,5582.00,1.04,1.03,,,,8.920,,0.1174288,0,,4.42,,,0.370,4.470,
3034,1,11.72012266,,,,,642.00,597.96,14.518,14.511,5527.00,0.94,0.91,,,,9.590,,0.1248540,0,,4.50,,,0.070,4.570,
3035,1,3.00387658,,,,,1942.00,1834.76,14.996,15.035,6457.00,1.36,1.54,,,,15.130,,0.1357710,0,,4.19,,,0.110,2.000,
3036,1,8.02511821,,,,,862.00,1822.71,14.153,14.122,6007.00,1.10,1.26,,,,7.140,,0.2216210,0,,4.28,,,0.020,4.790,
3037,1,3.41303622,,,,,630.00,671.61,14.622,14.607,5346.00,0.86,0.83,,,,5.230,,0.1086471,0,,4.55,,,-0.070,4.370,
3038,1,8.30864937,,,,,655.00,615.89,14.817,14.796,5293.00,0.86,0.82,,,,2.320,,0.1342100,0,,4.55,,,-0.030,4.570,
3039,1,3.57320367,,,,,1070.00,1582.85,14.720,15.099,5834.00,1.09,1.11,,,,6.040,,0.1201540,0,,4.39,,,0.240,3.550,
3040,1,9.61375356,,,,,746.00,964.84,14.283,14.246,5744.00,0.98,0.96,,,,3.030,,0.1971040,0,,4.47,,,-0.040,3.890,
3041,1,5.63252845,,,,,523.00,565.72,14.353,14.349,5312.00,0.87,0.83,,,,2.170,,0.0897100,0,,4.55,,,0.000,4.570,
3042,1,3.54846570,0.053800,,89.140,0.40000,923.41,923.41,13.369,13.226,6297.00,1.37,1.79,227.500,1750,670.93913,15.984,,,0,-46.70,3.96,,,0.040,,4.8000
3043,2,7.81254000,0.077000,,,,251.91,251.91,10.421,10.362,6225.00,1.24,1.58,,,,1.710,0.009900,0.1583000,0,-2.71,4.13,,0.4410,0.030,3.800,
3044,2,9.37647000,0.087000,,,,251.91,251.91,10.421,10.362,6225.00,1.24,1.58,,,,2.170,0.015900,0.0858000,0,-2.71,4.13,,0.4410,0.030,3.800,
3045,1,8.50832440,,,,,747.00,826.56,14.176,14.174,5813.00,1.02,1.03,,,,2.580,,0.1459710,0,,4.42,,,0.030,4.370,
3046,1,5.64067757,,,,,1044.00,1162.26,14.762,14.730,5904.00,1.03,1.04,,,,4.300,,0.1209000,0,,4.42,,,-0.030,3.310,
3047,1,4.28686431,,,,,1433.00,1667.20,14.982,14.972,6125.00,1.15,1.22,,,,4.770,,0.1842960,0,,4.33,,,0.050,3.090,
3048,1,9.54927542,,,,,75.00,99.35,14.486,14.458,3519.00,0.33,0.33,,,,1.590,,0.0738420,0,,4.94,,,-0.310,4.170,
3049,1,27.52197994,,,,,222.00,285.74,15.108,15.115,3931.00,0.55,0.53,,,,2.600,,0.1696000,0,,4.73,,,-0.190,3.160,
3050,1,6.88340550,,,,,231.00,229.95,10.868,10.784,6236.00,1.19,1.19,,,,2.730,,0.0860460,0,-10.92,4.36,,,0.090,1.740,
3051,1,3.56809693,,,,,410.00,396.10,11.994,11.922,6113.00,1.16,1.32,,,,1.300,,0.1352290,0,-5.43,4.26,,,0.060,3.800,
3052,1,25.30889748,,,,,325.00,327.67,11.472,11.604,6025.00,1.16,1.25,,,,1.640,,0.2367880,0,15.06,4.30,,,0.180,3.550,
3053,1,41.74600392,,,,,339.00,335.61,11.854,11.784,6060.00,1.10,1.20,,,,2.490,,0.1919080,0,-19.51,4.32,,,0.010,4.270,
3054,3,45.15400000,0.251400,0.040000,,0.03000,801.76,801.76,14.669,14.678,6018.00,1.04,0.94,,543,2.10000,7.100,,,0,,4.51,,2.1600,,0.300,
3055,3,85.31200000,0.384000,0.014000,,0.03000,801.76,801.76,14.669,14.678,6018.00,1.04,0.94,,439,4.00000,9.000,,,0,,4.51,,2.1600,,0.300,
3056,3,130.19400000,0.509000,0.008000,,0.04600,801.76,801.76,14.669,14.678,6018.00,1.04,0.94,,381,7.60000,9.700,,,0,,4.51,,2.1600,,0.300,
3057,1,19.55659418,,,,,378.00,390.49,11.947,11.922,5746.00,0.91,1.41,,,,2.470,,0.3368960,0,-58.53,4.09,,,-0.350,10.470,
3058,1,296.63786500,,,,,448.00,664.36,12.747,12.583,5770.00,1.00,1.20,,,,6.350,,0.6759620,0,2.62,4.28,,,0.010,7.940,
3059,1,34.43587975,,,,,531.00,473.71,12.674,12.613,5997.00,1.17,1.30,,,,2.690,,0.2427750,0,-28.55,4.28,,,0.220,3.720,
3060,1,28.86235584,,,,,467.00,474.64,12.935,12.882,5849.00,1.02,1.06,,,,2.200,,0.2168420,0,,4.39,,,-0.010,5.500,
3061,1,5.65179605,,,,,489.00,461.35,12.182,12.133,6106.00,1.28,1.44,,,,1.720,,0.1220380,0,-14.74,4.23,,,0.360,2.690,
3062,1,19.96371318,,,,,255.00,,12.713,,5293.00,0.90,0.83,,,,1.460,,0.1034380,0,,4.55,,,0.080,3.390,
3063,1,24.85462415,,,,,777.00,700.58,12.059,11.964,7099.00,1.62,2.02,,,,5.740,,0.3732790,0,-20.96,4.04,,,0.010,1.320,
3064,1,60.92832271,,,,,284.00,292.34,12.193,12.130,5690.00,0.95,0.98,,,,2.670,,0.2635920,0,-73.48,4.43,,,-0.060,6.310,
3065,1,8.51203588,,,,,324.00,341.20,12.549,12.510,5842.00,0.96,0.88,,,,2.110,,0.0913170,0,27.71,4.53,,,-0.230,1.350,
3066,1,24.30789460,,,,,234.00,248.37,12.630,12.618,5260.00,0.89,0.80,,,,2.100,,0.1082540,0,-20.72,4.58,,,0.010,1.910,
3067,3,7.87735650,,,,,324.54,324.54,15.095,15.059,4263.00,,0.56,,,2765.00000,2.100,,0.1009000,0,,4.73,,,,,
3068,3,16.38500210,,,,,324.54,324.54,15.095,15.059,4263.00,,0.56,,,3308.41000,1.840,,0.1302000,0,,4.73,,,,,
3069,3,36.44517100,0.182000,,,,324.54,324.54,15.095,15.059,4263.00,,0.56,,,,1.950,,0.1730000,0,,4.73,,,,,
3070,2,19.67416124,,,,,492.00,747.95,12.797,12.760,6112.00,1.10,1.09,,,,1.660,,0.1499380,0,23.01,4.41,,,-0.030,2.040,
3071,2,5.21104261,,,,,492.00,747.95,12.797,12.760,6112.00,1.10,1.09,,,,1.070,,0.1375460,0,23.01,4.41,,,-0.030,2.040,
3072,1,22.20813214,,,,,737.00,850.76,12.885,12.891,6406.00,1.34,1.46,,,,3.180,,0.3051040,0,14.65,4.24,,,0.250,1.780,
3073,1,38.58422849,,,,,749.00,651.10,12.211,12.146,6392.00,1.54,1.98,,,,6.910,,0.4320120,0,-3.40,4.04,,,0.410,1.700,
3074,1,5.83598311,,,,,270.00,255.15,12.465,12.481,5515.00,0.93,0.86,,,,1.960,,0.0858370,0,6.37,4.54,,,-0.030,2.450,
3075,2,7.97419807,,,,,730.00,1091.50,13.928,13.887,6014.00,1.09,1.10,,,,1.910,,0.2233540,0,,4.39,,,0.020,3.020,
3076,2,1.88897906,,,,,730.00,1091.50,13.928,13.887,6014.00,1.09,1.10,,,,0.960,,0.1352500,0,,4.39,,,0.020,3.020,
3077,1,18.68404933,,,,,566.00,1021.98,13.497,13.491,5573.00,0.95,1.15,,,,2.630,,0.2877900,0,,4.29,,,0.110,10.470,
3078,1,5.45849832,,,,,504.00,679.12,13.046,13.038,5894.00,1.15,1.14,,,,1.990,,0.1681080,0,-62.95,4.38,,,0.340,2.140,
3079,1,13.28535633,,,,,901.00,766.63,13.390,13.334,6388.00,1.28,1.45,,,,2.840,,0.2575040,0,,4.22,,,0.030,2.400,
3080,1,19.78297415,,,,,711.00,802.31,13.936,13.903,5807.00,1.01,1.06,,,,2.080,,0.2277540,0,-60.39,4.39,,,0.020,5.500,4.5000
3081,2,1.98035766,,,,,787.00,1812.98,13.763,13.740,6087.00,1.07,1.14,,,,1.860,,0.1013830,0,,4.35,,,-0.100,3.980,
3082,2,12.83450220,,,,,787.00,1812.98,13.763,13.740,6087.00,1.07,1.14,,,,2.000,,0.1361080,0,,4.35,,,-0.100,3.980,
3083,3,18.64895250,,,,,1420.10,1420.10,15.386,15.388,5858.00,0.98,0.89,,,5851.00000,2.890,,0.1867000,0,,4.53,,,,,
3084,3,38.55830380,,,,,1420.10,1420.10,15.386,15.388,5858.00,0.98,0.89,,,5002.43000,3.170,,0.2090000,0,,4.53,,,,,
3085,3,9.75196200,0.091000,,,,1420.10,1420.10,15.386,15.388,5858.00,0.98,0.89,,,,2.120,,0.1746000,0,,4.53,,,,,
3086,1,39.30941904,,,,,464.00,463.84,13.400,13.395,5697.00,0.97,0.89,,,,3.010,,0.2409670,0,,4.53,,,-0.080,1.780,
3087,1,29.88485741,,,,,254.00,254.62,13.340,13.292,4893.00,0.78,0.75,,,,2.780,,0.1900330,0,,4.58,,,-0.030,7.760,
3088,1,12.92491623,,,,,325.00,315.64,13.524,13.504,5192.00,0.87,0.79,,,,2.570,,0.1092710,0,,4.58,,,0.000,2.000,
3089,1,28.51120525,,,,,305.00,305.63,13.933,13.925,4758.00,0.78,0.72,,,,3.380,,0.1907670,0,,4.61,,,0.010,3.240,
3090,1,15.95994513,,,,,473.00,579.92,13.235,13.231,5884.00,1.05,0.98,,,,2.240,,0.1818880,0,,4.48,,,0.010,1.580,
3091,1,4.90332155,,,,,678.00,699.43,13.174,13.120,6123.00,1.18,1.27,,,,2.360,,0.1195790,0,,4.30,,,0.130,3.240,
3092,1,1.82708230,,,,,446.00,467.79,13.807,13.782,5524.00,0.92,0.89,,,,3.100,,0.0815275,0,,4.51,,,0.000,4.790,
3093,1,3.24755522,,,,,465.00,445.05,13.100,13.066,5763.00,1.07,0.99,,,,1.410,,0.1034830,0,,4.47,,,0.230,1.450,
3094,1,81.73778000,0.466900,0.041000,89.730,5.40000,156.66,156.66,11.195,11.165,5547.00,0.89,0.87,1.690,380,10.60000,2.215,,0.2758333,0,-37.32,4.51,,1.9020,-0.030,5.300,1.1000
3095,2,125.63243000,0.498800,0.390000,89.845,2.90000,310.01,310.01,12.391,12.379,5820.00,1.05,0.95,132.300,388,308.29510,8.373,,,0,9.96,4.50,,1.7130,-0.010,,4.4000
3096,2,1000.00000000,2.420000,0.500000,,,310.01,310.01,12.391,12.379,5820.00,1.05,0.95,,253,762.79200,,,,0,9.96,4.50,,1.7130,-0.010,,4.4000
3097,3,8.01094340,,,,,273.80,273.80,15.847,15.813,4252.00,,0.55,,,292.39000,2.100,,0.1422000,0,,4.73,,,,,
3098,3,12.07172490,,,,,273.80,273.80,15.847,15.813,4252.00,,0.55,,,117.59000,1.230,,0.2072000,0,,4.73,,,,,
3099,3,20.99569400,0.126000,,,,273.80,273.80,15.847,15.813,4252.00,,0.55,,,,1.530,,0.1124000,0,,4.73,,,,,
3100,1,172.70497840,,,,,350.00,394.78,12.209,12.187,5946.00,1.02,1.08,,,,2.710,,0.4699710,0,5.71,4.38,,,-0.100,4.900,
3101,1,5.08005848,,,,,1020.00,1093.96,13.281,13.228,6166.00,1.41,2.06,,,,3.360,,0.2191130,0,,3.96,,,0.070,3.090,
3102,1,13.14497566,,,,,439.00,441.56,13.435,13.416,5526.00,0.93,0.90,,,,1.570,,0.1498500,0,,4.50,,,0.020,4.570,
3103,1,13.89961966,,,,,212.00,223.23,13.577,13.374,4671.00,0.70,0.67,,,,2.500,,0.1484710,0,-22.49,4.63,,,-0.190,5.750,
3104,1,21.41616926,,,,,797.00,990.56,13.542,13.541,6206.00,1.16,1.22,,,,2.120,,0.2953700,0,,4.33,,,0.020,2.630,
3105,1,13.24934059,,,,,831.00,837.64,14.150,14.105,5882.00,1.04,1.07,,,,2.690,,0.1859750,0,,4.39,,,0.030,4.470,
3106,1,4.14702026,,,,,896.00,1050.45,14.288,14.251,5967.00,1.11,1.15,,,,7.000,,0.1207040,0,,4.36,,,0.140,3.310,
3107,1,6.01038429,,,,,361.00,383.12,14.247,14.207,4828.00,0.78,0.73,,,,4.000,,0.0926790,0,,4.61,,,0.010,2.880,
3108,1,4.45419434,,,,,776.00,768.17,14.995,14.984,5535.00,0.93,0.90,,,,11.990,,0.0966580,0,,4.50,,,0.000,4.370,
3109,2,42.94956490,,,,,648.00,646.97,14.621,14.623,5360.00,0.88,0.84,,,,2.570,,0.2227870,0,4.33,4.54,,,-0.030,4.570,5.0000
3110,2,117.04049800,,,,,648.00,646.97,14.621,14.623,5360.00,0.88,0.84,,,,2.930,,0.3560400,0,4.33,4.54,,,-0.030,4.570,5.0000
3111,5,27.94814490,,,,,588.47,588.47,15.791,15.781,4503.00,,0.62,,,473.55000,2.430,,0.1456000,0,,4.68,,,,,
3112,5,42.15164180,,,,,588.47,588.47,15.791,15.781,4503.00,,0.62,,,352.78000,2.210,,0.2109000,0,,4.68,,,,,
3113,5,2.21109900,0.029000,,,,588.47,588.47,15.791,15.781,4503.00,,0.62,,,,1.590,,0.0685000,0,,4.68,,,,,
3114,5,4.61753400,0.048000,,,,588.47,588.47,15.791,15.781,4503.00,,0.62,,,,1.550,,0.0888000,0,,4.68,,,,,
